"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Greece (GR)","04.02.2017 13:00 - 04.02.2017 14:00 (CET)","n/e","2649","n/e","1599","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1027","n/e","n/e","948"
"Greece (GR)","04.02.2017 14:00 - 04.02.2017 15:00 (CET)","n/e","2643","n/e","1695","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","740","n/e","n/e","977"
"Greece (GR)","04.02.2017 15:00 - 04.02.2017 16:00 (CET)","n/e","2619","n/e","2008","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","391","n/e","n/e","910"
"Greece (GR)","04.02.2017 16:00 - 04.02.2017 17:00 (CET)","n/e","2765","n/e","2057","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","64","n/e","n/e","867"
"Greece (GR)","04.02.2017 17:00 - 04.02.2017 18:00 (CET)","n/e","2852","n/e","2535","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","845"
"Greece (GR)","04.02.2017 18:00 - 04.02.2017 19:00 (CET)","n/e","2854","n/e","2615","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","831"
"Greece (GR)","04.02.2017 19:00 - 04.02.2017 20:00 (CET)","n/e","2805","n/e","2432","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","846"
"Greece (GR)","04.02.2017 20:00 - 04.02.2017 21:00 (CET)","n/e","2813","n/e","2332","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","800"
"Greece (GR)","04.02.2017 21:00 - 04.02.2017 22:00 (CET)","n/e","2814","n/e","2039","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","800"
"Greece (GR)","04.02.2017 22:00 - 04.02.2017 23:00 (CET)","n/e","2722","n/e","1845","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","801"
"Greece (GR)","04.02.2017 23:00 - 05.02.2017 00:00 (CET)","n/e","2472","n/e","1448","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","812"
"Greece (GR)","05.02.2017 00:00 - 05.02.2017 01:00 (CET)","n/e","2271","n/e","1389","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","838"
"Greece (GR)","05.02.2017 01:00 - 05.02.2017 02:00 (CET)","n/e","2141","n/e","1315","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","878"
"Greece (GR)","05.02.2017 02:00 - 05.02.2017 03:00 (CET)","n/e","1886","n/e","1244","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","914"
"Greece (GR)","05.02.2017 03:00 - 05.02.2017 04:00 (CET)","n/e","1756","n/e","1246","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","915"
"Greece (GR)","05.02.2017 04:00 - 05.02.2017 05:00 (CET)","n/e","1781","n/e","1427","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","901"
"Greece (GR)","05.02.2017 05:00 - 05.02.2017 06:00 (CET)","n/e","1875","n/e","1246","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","901"
"Greece (GR)","05.02.2017 06:00 - 05.02.2017 07:00 (CET)","n/e","1770","n/e","1293","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","27","n/e","n/e","840"
"Greece (GR)","05.02.2017 07:00 - 05.02.2017 08:00 (CET)","n/e","1986","n/e","1505","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","208","n/e","n/e","818"
"Greece (GR)","05.02.2017 08:00 - 05.02.2017 09:00 (CET)","n/e","2303","n/e","1669","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","489","n/e","n/e","848"
"Greece (GR)","05.02.2017 09:00 - 05.02.2017 10:00 (CET)","n/e","2471","n/e","1484","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","801","n/e","n/e","954"
"Greece (GR)","05.02.2017 10:00 - 05.02.2017 11:00 (CET)","n/e","2471","n/e","1441","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1050","n/e","n/e","1046"
"Greece (GR)","05.02.2017 11:00 - 05.02.2017 12:00 (CET)","n/e","2498","n/e","1379","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1129","n/e","n/e","1051"
"Greece (GR)","05.02.2017 12:00 - 05.02.2017 13:00 (CET)","n/e","2484","n/e","1328","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1069","n/e","n/e","967"
"Greece (GR)","05.02.2017 13:00 - 05.02.2017 14:00 (CET)","n/e","2355","n/e","1332","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","922","n/e","n/e","871"
"Greece (GR)","05.02.2017 14:00 - 05.02.2017 15:00 (CET)","n/e","2399","n/e","1747","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","659","n/e","n/e","813"
"Greece (GR)","05.02.2017 15:00 - 05.02.2017 16:00 (CET)","n/e","2390","n/e","1813","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","353","n/e","n/e","777"
"Greece (GR)","05.02.2017 16:00 - 05.02.2017 17:00 (CET)","n/e","2455","n/e","2019","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","62","n/e","n/e","702"
"Greece (GR)","05.02.2017 17:00 - 05.02.2017 18:00 (CET)","n/e","2521","n/e","2399","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","683"
"Greece (GR)","05.02.2017 18:00 - 05.02.2017 19:00 (CET)","n/e","2499","n/e","2476","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","646"
"Greece (GR)","05.02.2017 19:00 - 05.02.2017 20:00 (CET)","n/e","2466","n/e","2508","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","653"
"Greece (GR)","05.02.2017 20:00 - 05.02.2017 21:00 (CET)","n/e","2475","n/e","2478","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","657"
"Greece (GR)","05.02.2017 21:00 - 05.02.2017 22:00 (CET)","n/e","2529","n/e","2198","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","657"
"Greece (GR)","05.02.2017 22:00 - 05.02.2017 23:00 (CET)","n/e","2448","n/e","1928","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","649"
"Greece (GR)","05.02.2017 23:00 - 06.02.2017 00:00 (CET)","n/e","2328","n/e","1349","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","685"
"Greece (GR)","06.02.2017 00:00 - 06.02.2017 01:00 (CET)","n/e","2257","n/e","847","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","598"
"Greece (GR)","06.02.2017 01:00 - 06.02.2017 02:00 (CET)","n/e","2063","n/e","886","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","573"
"Greece (GR)","06.02.2017 02:00 - 06.02.2017 03:00 (CET)","n/e","1921","n/e","864","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","594"
"Greece (GR)","06.02.2017 03:00 - 06.02.2017 04:00 (CET)","n/e","1769","n/e","851","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","686"
"Greece (GR)","06.02.2017 04:00 - 06.02.2017 05:00 (CET)","n/e","1791","n/e","927","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","719"
"Greece (GR)","06.02.2017 05:00 - 06.02.2017 06:00 (CET)","n/e","2099","n/e","1403","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","709"
"Greece (GR)","06.02.2017 06:00 - 06.02.2017 07:00 (CET)","n/e","2424","n/e","2016","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","29","n/e","n/e","672"
"Greece (GR)","06.02.2017 07:00 - 06.02.2017 08:00 (CET)","n/e","2471","n/e","2435","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","208","n/e","n/e","563"
"Greece (GR)","06.02.2017 08:00 - 06.02.2017 09:00 (CET)","n/e","2508","n/e","2596","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","470","n/e","n/e","578"
"Greece (GR)","06.02.2017 09:00 - 06.02.2017 10:00 (CET)","n/e","2516","n/e","2430","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","752","n/e","n/e","645"
"Greece (GR)","06.02.2017 10:00 - 06.02.2017 11:00 (CET)","n/e","2560","n/e","2247","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","997","n/e","n/e","768"
"Greece (GR)","06.02.2017 11:00 - 06.02.2017 12:00 (CET)","n/e","2538","n/e","2055","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1116","n/e","n/e","876"
"Greece (GR)","06.02.2017 12:00 - 06.02.2017 13:00 (CET)","n/e","2464","n/e","1967","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1102","n/e","n/e","975"
"Greece (GR)","06.02.2017 13:00 - 06.02.2017 14:00 (CET)","n/e","2416","n/e","2038","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","959","n/e","n/e","1056"
"Greece (GR)","06.02.2017 14:00 - 06.02.2017 15:00 (CET)","n/e","2460","n/e","2288","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","689","n/e","n/e","1118"
"Greece (GR)","06.02.2017 15:00 - 06.02.2017 16:00 (CET)","n/e","2554","n/e","2388","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","364","n/e","n/e","1133"
"Greece (GR)","06.02.2017 16:00 - 06.02.2017 17:00 (CET)","n/e","2592","n/e","2574","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","60","n/e","n/e","1160"
"Greece (GR)","06.02.2017 17:00 - 06.02.2017 18:00 (CET)","n/e","2610","n/e","2785","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1211"
"Greece (GR)","06.02.2017 18:00 - 06.02.2017 19:00 (CET)","n/e","2562","n/e","2600","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1179"
"Greece (GR)","06.02.2017 19:00 - 06.02.2017 20:00 (CET)","n/e","2420","n/e","2592","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1126"
"Greece (GR)","06.02.2017 20:00 - 06.02.2017 21:00 (CET)","n/e","2440","n/e","2567","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1098"
"Greece (GR)","06.02.2017 21:00 - 06.02.2017 22:00 (CET)","n/e","2410","n/e","2204","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1104"
"Greece (GR)","06.02.2017 22:00 - 06.02.2017 23:00 (CET)","n/e","2331","n/e","2037","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1132"
"Greece (GR)","06.02.2017 23:00 - 07.02.2017 00:00 (CET)","n/e","2205","n/e","1497","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1116"
"Greece (GR)","07.02.2017 00:00 - 07.02.2017 01:00 (CET)","n/e","1907","n/e","1266","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1010"
"Greece (GR)","07.02.2017 01:00 - 07.02.2017 02:00 (CET)","n/e","1921","n/e","1305","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","933"
"Greece (GR)","07.02.2017 02:00 - 07.02.2017 03:00 (CET)","n/e","1982","n/e","1399","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","801"
"Greece (GR)","07.02.2017 03:00 - 07.02.2017 04:00 (CET)","n/e","2086","n/e","1349","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","710"
"Greece (GR)","07.02.2017 04:00 - 07.02.2017 05:00 (CET)","n/e","2149","n/e","1572","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","647"
"Greece (GR)","07.02.2017 05:00 - 07.02.2017 06:00 (CET)","n/e","2285","n/e","1515","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","617"
"Greece (GR)","07.02.2017 06:00 - 07.02.2017 07:00 (CET)","n/e","2459","n/e","2195","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","24","n/e","n/e","519"
"Greece (GR)","07.02.2017 07:00 - 07.02.2017 08:00 (CET)","n/e","2470","n/e","2601","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","165","n/e","n/e","480"
"Greece (GR)","07.02.2017 08:00 - 07.02.2017 09:00 (CET)","n/e","2302","n/e","2940","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","377","n/e","n/e","467"
"Greece (GR)","07.02.2017 09:00 - 07.02.2017 10:00 (CET)","n/e","2270","n/e","3187","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","606","n/e","n/e","460"
"Greece (GR)","07.02.2017 10:00 - 07.02.2017 11:00 (CET)","n/e","2152","n/e","3184","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","797","n/e","n/e","507"
"Greece (GR)","07.02.2017 11:00 - 07.02.2017 12:00 (CET)","n/e","2093","n/e","3123","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","874","n/e","n/e","504"
"Greece (GR)","07.02.2017 12:00 - 07.02.2017 13:00 (CET)","n/e","2084","n/e","3202","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","843","n/e","n/e","442"
"Greece (GR)","07.02.2017 13:00 - 07.02.2017 14:00 (CET)","n/e","2101","n/e","3411","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","731","n/e","n/e","453"
"Greece (GR)","07.02.2017 14:00 - 07.02.2017 15:00 (CET)","n/e","2159","n/e","3340","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","512","n/e","n/e","434"
"Greece (GR)","07.02.2017 15:00 - 07.02.2017 16:00 (CET)","n/e","2137","n/e","3389","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","267","n/e","n/e","405"
"Greece (GR)","07.02.2017 16:00 - 07.02.2017 17:00 (CET)","n/e","2098","n/e","3664","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","49","n/e","n/e","356"
"Greece (GR)","07.02.2017 17:00 - 07.02.2017 18:00 (CET)","n/e","2105","n/e","3806","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","355"
"Greece (GR)","07.02.2017 18:00 - 07.02.2017 19:00 (CET)","n/e","2126","n/e","3865","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","350"
"Greece (GR)","07.02.2017 19:00 - 07.02.2017 20:00 (CET)","n/e","2121","n/e","3871","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","273"
"Greece (GR)","07.02.2017 20:00 - 07.02.2017 21:00 (CET)","n/e","2115","n/e","3713","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","212"
"Greece (GR)","07.02.2017 21:00 - 07.02.2017 22:00 (CET)","n/e","2125","n/e","3451","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","196"
"Greece (GR)","07.02.2017 22:00 - 07.02.2017 23:00 (CET)","n/e","2122","n/e","3027","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","157"
"Greece (GR)","07.02.2017 23:00 - 08.02.2017 00:00 (CET)","n/e","2007","n/e","2535","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","174"
"Greece (GR)","08.02.2017 00:00 - 08.02.2017 01:00 (CET)","n/e","1937","n/e","2108","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","152"
"Greece (GR)","08.02.2017 01:00 - 08.02.2017 02:00 (CET)","n/e","1931","n/e","2024","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","102"
"Greece (GR)","08.02.2017 02:00 - 08.02.2017 03:00 (CET)","n/e","1885","n/e","1949","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","82"
"Greece (GR)","08.02.2017 03:00 - 08.02.2017 04:00 (CET)","n/e","1794","n/e","1942","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","79"
"Greece (GR)","08.02.2017 04:00 - 08.02.2017 05:00 (CET)","n/e","1798","n/e","1992","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","84"
"Greece (GR)","08.02.2017 05:00 - 08.02.2017 06:00 (CET)","n/e","1906","n/e","2392","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","94"
"Greece (GR)","08.02.2017 06:00 - 08.02.2017 07:00 (CET)","n/e","2004","n/e","3167","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","34","n/e","n/e","112"
"Greece (GR)","08.02.2017 07:00 - 08.02.2017 08:00 (CET)","n/e","2024","n/e","3337","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","213","n/e","n/e","136"
"Greece (GR)","08.02.2017 08:00 - 08.02.2017 09:00 (CET)","n/e","2007","n/e","3656","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","479","n/e","n/e","155"
"Greece (GR)","08.02.2017 09:00 - 08.02.2017 10:00 (CET)","n/e","2062","n/e","3589","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","746","n/e","n/e","141"
"Greece (GR)","08.02.2017 10:00 - 08.02.2017 11:00 (CET)","n/e","2089","n/e","3654","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","944","n/e","n/e","122"
"Greece (GR)","08.02.2017 11:00 - 08.02.2017 12:00 (CET)","n/e","2069","n/e","3631","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1035","n/e","n/e","95"
"Greece (GR)","08.02.2017 12:00 - 08.02.2017 13:00 (CET)","n/e","2089","n/e","3571","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","990","n/e","n/e","73"
"Greece (GR)","08.02.2017 13:00 - 08.02.2017 14:00 (CET)","n/e","2129","n/e","3488","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","844","n/e","n/e","85"
"Greece (GR)","08.02.2017 14:00 - 08.02.2017 15:00 (CET)","n/e","2155","n/e","3644","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","619","n/e","n/e","107"
"Greece (GR)","08.02.2017 15:00 - 08.02.2017 16:00 (CET)","n/e","2147","n/e","3683","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","351","n/e","n/e","132"
"Greece (GR)","08.02.2017 16:00 - 08.02.2017 17:00 (CET)","n/e","2206","n/e","3528","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","70","n/e","n/e","166"
"Greece (GR)","08.02.2017 17:00 - 08.02.2017 18:00 (CET)","n/e","2240","n/e","3772","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","208"
"Greece (GR)","08.02.2017 18:00 - 08.02.2017 19:00 (CET)","n/e","2229","n/e","3822","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","290"
"Greece (GR)","08.02.2017 19:00 - 08.02.2017 20:00 (CET)","n/e","2199","n/e","3668","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","341"
"Greece (GR)","08.02.2017 20:00 - 08.02.2017 21:00 (CET)","n/e","2187","n/e","3517","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","337"
"Greece (GR)","08.02.2017 21:00 - 08.02.2017 22:00 (CET)","n/e","2173","n/e","3203","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","334"
"Greece (GR)","08.02.2017 22:00 - 08.02.2017 23:00 (CET)","n/e","2206","n/e","2801","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","298"
"Greece (GR)","08.02.2017 23:00 - 09.02.2017 00:00 (CET)","n/e","2153","n/e","2220","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","251"
"Greece (GR)","09.02.2017 00:00 - 09.02.2017 01:00 (CET)","n/e","2181","n/e","1679","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","271"
"Greece (GR)","09.02.2017 01:00 - 09.02.2017 02:00 (CET)","n/e","2174","n/e","1589","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","285"
"Greece (GR)","09.02.2017 02:00 - 09.02.2017 03:00 (CET)","n/e","2084","n/e","1431","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","300"
"Greece (GR)","09.02.2017 03:00 - 09.02.2017 04:00 (CET)","n/e","1930","n/e","1428","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","327"
"Greece (GR)","09.02.2017 04:00 - 09.02.2017 05:00 (CET)","n/e","1908","n/e","1434","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","352"
"Greece (GR)","09.02.2017 05:00 - 09.02.2017 06:00 (CET)","n/e","2097","n/e","1812","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","379"
"Greece (GR)","09.02.2017 06:00 - 09.02.2017 07:00 (CET)","n/e","2314","n/e","2455","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","29","n/e","n/e","413"
"Greece (GR)","09.02.2017 07:00 - 09.02.2017 08:00 (CET)","n/e","2462","n/e","2738","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","168","n/e","n/e","410"
"Greece (GR)","09.02.2017 08:00 - 09.02.2017 09:00 (CET)","n/e","2582","n/e","2671","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","362","n/e","n/e","392"
"Greece (GR)","09.02.2017 09:00 - 09.02.2017 10:00 (CET)","n/e","2650","n/e","2524","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","533","n/e","n/e","391"
