"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|GR","22.04.2020 22:00 - 22.04.2020 23:00 (CET)","n/e","459","n/e","2018","n/e","0","n/e","n/e","n/e","0","","n/e","200","n/e","n/e","n/e","n/e","0","n/e","n/e","1432"
"BZN|GR","22.04.2020 23:00 - 23.04.2020 00:00 (CET)","n/e","462","n/e","1433","n/e","0","n/e","n/e","n/e","0","","n/e","163","n/e","n/e","n/e","n/e","0","n/e","n/e","1493"
"BZN|GR","23.04.2020 00:00 - 23.04.2020 01:00 (CET)","n/e","467","n/e","1477","n/e","0","n/e","n/e","n/e","0","","n/e","77","n/e","n/e","n/e","n/e","0","n/e","n/e","1480"
"BZN|GR","23.04.2020 01:00 - 23.04.2020 02:00 (CET)","n/e","464","n/e","1515","n/e","0","n/e","n/e","n/e","0","","n/e","46","n/e","n/e","n/e","n/e","0","n/e","n/e","1467"
"BZN|GR","23.04.2020 02:00 - 23.04.2020 03:00 (CET)","n/e","458","n/e","1404","n/e","0","n/e","n/e","n/e","0","","n/e","51","n/e","n/e","n/e","n/e","0","n/e","n/e","1584"
"BZN|GR","23.04.2020 03:00 - 23.04.2020 04:00 (CET)","n/e","455","n/e","1286","n/e","0","n/e","n/e","n/e","0","","n/e","51","n/e","n/e","n/e","n/e","0","n/e","n/e","1652"
"BZN|GR","23.04.2020 04:00 - 23.04.2020 05:00 (CET)","n/e","459","n/e","1149","n/e","0","n/e","n/e","n/e","0","","n/e","72","n/e","n/e","n/e","n/e","0","n/e","n/e","1708"
"BZN|GR","23.04.2020 05:00 - 23.04.2020 06:00 (CET)","n/e","459","n/e","1094","n/e","0","n/e","n/e","n/e","0","","n/e","72","n/e","n/e","n/e","n/e","3","n/e","n/e","1739"
"BZN|GR","23.04.2020 06:00 - 23.04.2020 07:00 (CET)","n/e","466","n/e","1308","n/e","0","n/e","n/e","n/e","0","","n/e","112","n/e","n/e","n/e","n/e","79","n/e","n/e","1647"
"BZN|GR","23.04.2020 07:00 - 23.04.2020 08:00 (CET)","n/e","483","n/e","1793","n/e","0","n/e","n/e","n/e","2","","n/e","171","n/e","n/e","n/e","n/e","311","n/e","n/e","1593"
"BZN|GR","23.04.2020 08:00 - 23.04.2020 09:00 (CET)","n/e","509","n/e","1818","n/e","0","n/e","n/e","n/e","32","","n/e","121","n/e","n/e","n/e","n/e","616","n/e","n/e","1517"
"BZN|GR","23.04.2020 09:00 - 23.04.2020 10:00 (CET)","n/e","509","n/e","1795","n/e","0","n/e","n/e","n/e","31","","n/e","120","n/e","n/e","n/e","n/e","957","n/e","n/e","1603"
"BZN|GR","23.04.2020 10:00 - 23.04.2020 11:00 (CET)","n/e","465","n/e","1721","n/e","0","n/e","n/e","n/e","32","","n/e","80","n/e","n/e","n/e","n/e","1220","n/e","n/e","1677"
"BZN|GR","23.04.2020 11:00 - 23.04.2020 12:00 (CET)","n/e","461","n/e","1480","n/e","0","n/e","n/e","n/e","31","","n/e","79","n/e","n/e","n/e","n/e","1394","n/e","n/e","1735"
"BZN|GR","23.04.2020 12:00 - 23.04.2020 13:00 (CET)","n/e","467","n/e","1345","n/e","0","n/e","n/e","n/e","38","","n/e","74","n/e","n/e","n/e","n/e","1435","n/e","n/e","1754"
"BZN|GR","23.04.2020 13:00 - 23.04.2020 14:00 (CET)","n/e","464","n/e","1282","n/e","0","n/e","n/e","n/e","32","","n/e","52","n/e","n/e","n/e","n/e","1342","n/e","n/e","1642"
"BZN|GR","23.04.2020 14:00 - 23.04.2020 15:00 (CET)","n/e","462","n/e","1469","n/e","0","n/e","n/e","n/e","33","","n/e","52","n/e","n/e","n/e","n/e","1087","n/e","n/e","1565"
"BZN|GR","23.04.2020 15:00 - 23.04.2020 16:00 (CET)","n/e","459","n/e","1491","n/e","0","n/e","n/e","n/e","59","","n/e","52","n/e","n/e","n/e","n/e","832","n/e","n/e","1566"
"BZN|GR","23.04.2020 16:00 - 23.04.2020 17:00 (CET)","n/e","456","n/e","1613","n/e","0","n/e","n/e","n/e","66","","n/e","53","n/e","n/e","n/e","n/e","631","n/e","n/e","1662"
"BZN|GR","23.04.2020 17:00 - 23.04.2020 18:00 (CET)","n/e","458","n/e","1722","n/e","0","n/e","n/e","n/e","68","","n/e","93","n/e","n/e","n/e","n/e","311","n/e","n/e","1662"
"BZN|GR","23.04.2020 18:00 - 23.04.2020 19:00 (CET)","n/e","468","n/e","2232","n/e","0","n/e","n/e","n/e","111","","n/e","308","n/e","n/e","n/e","n/e","84","n/e","n/e","1554"
"BZN|GR","23.04.2020 19:00 - 23.04.2020 20:00 (CET)","n/e","465","n/e","2548","n/e","0","n/e","n/e","n/e","406","","n/e","769","n/e","n/e","n/e","n/e","1","n/e","n/e","1438"
"BZN|GR","23.04.2020 20:00 - 23.04.2020 21:00 (CET)","n/e","474","n/e","2690","n/e","0","n/e","n/e","n/e","465","","n/e","798","n/e","n/e","n/e","n/e","0","n/e","n/e","1512"
"BZN|GR","23.04.2020 21:00 - 23.04.2020 22:00 (CET)","n/e","462","n/e","2521","n/e","0","n/e","n/e","n/e","177","","n/e","427","n/e","n/e","n/e","n/e","0","n/e","n/e","1597"
"BZN|GR","23.04.2020 22:00 - 23.04.2020 23:00 (CET)","n/e","453","n/e","1957","n/e","0","n/e","n/e","n/e","0","","n/e","178","n/e","n/e","n/e","n/e","0","n/e","n/e","1636"
"BZN|GR","23.04.2020 23:00 - 24.04.2020 00:00 (CET)","n/e","441","n/e","1411","n/e","0","n/e","n/e","n/e","0","","n/e","34","n/e","n/e","n/e","n/e","0","n/e","n/e","1706"
"BZN|GR","24.04.2020 00:00 - 24.04.2020 01:00 (CET)","n/e","428","n/e","1140","n/e","0","n/e","n/e","n/e","0","","n/e","28","n/e","n/e","n/e","n/e","0","n/e","n/e","1750"
"BZN|GR","24.04.2020 01:00 - 24.04.2020 02:00 (CET)","n/e","433","n/e","1195","n/e","0","n/e","n/e","n/e","0","","n/e","28","n/e","n/e","n/e","n/e","0","n/e","n/e","1685"
"BZN|GR","24.04.2020 02:00 - 24.04.2020 03:00 (CET)","n/e","461","n/e","1251","n/e","0","n/e","n/e","n/e","0","","n/e","28","n/e","n/e","n/e","n/e","0","n/e","n/e","1586"
"BZN|GR","24.04.2020 03:00 - 24.04.2020 04:00 (CET)","n/e","462","n/e","1345","n/e","0","n/e","n/e","n/e","0","","n/e","28","n/e","n/e","n/e","n/e","0","n/e","n/e","1548"
"BZN|GR","24.04.2020 04:00 - 24.04.2020 05:00 (CET)","n/e","460","n/e","1333","n/e","0","n/e","n/e","n/e","0","","n/e","28","n/e","n/e","n/e","n/e","0","n/e","n/e","1553"
"BZN|GR","24.04.2020 05:00 - 24.04.2020 06:00 (CET)","n/e","455","n/e","1331","n/e","0","n/e","n/e","n/e","0","","n/e","28","n/e","n/e","n/e","n/e","3","n/e","n/e","1523"
"BZN|GR","24.04.2020 06:00 - 24.04.2020 07:00 (CET)","n/e","461","n/e","1404","n/e","0","n/e","n/e","n/e","0","","n/e","56","n/e","n/e","n/e","n/e","135","n/e","n/e","1458"
"BZN|GR","24.04.2020 07:00 - 24.04.2020 08:00 (CET)","n/e","463","n/e","1525","n/e","0","n/e","n/e","n/e","0","","n/e","202","n/e","n/e","n/e","n/e","574","n/e","n/e","1345"
"BZN|GR","24.04.2020 08:00 - 24.04.2020 09:00 (CET)","n/e","467","n/e","1320","n/e","0","n/e","n/e","n/e","0","","n/e","250","n/e","n/e","n/e","n/e","1077","n/e","n/e","1392"
"BZN|GR","24.04.2020 09:00 - 24.04.2020 10:00 (CET)","n/e","465","n/e","1227","n/e","0","n/e","n/e","n/e","0","","n/e","147","n/e","n/e","n/e","n/e","1500","n/e","n/e","1296"
"BZN|GR","24.04.2020 10:00 - 24.04.2020 11:00 (CET)","n/e","468","n/e","1102","n/e","0","n/e","n/e","n/e","0","","n/e","116","n/e","n/e","n/e","n/e","1803","n/e","n/e","1211"
"BZN|GR","24.04.2020 11:00 - 24.04.2020 12:00 (CET)","n/e","490","n/e","1221","n/e","0","n/e","n/e","n/e","0","","n/e","90","n/e","n/e","n/e","n/e","1972","n/e","n/e","1063"
"BZN|GR","24.04.2020 12:00 - 24.04.2020 13:00 (CET)","n/e","594","n/e","1244","n/e","0","n/e","n/e","n/e","0","","n/e","89","n/e","n/e","n/e","n/e","2016","n/e","n/e","984"
"BZN|GR","24.04.2020 13:00 - 24.04.2020 14:00 (CET)","n/e","627","n/e","1163","n/e","0","n/e","n/e","n/e","0","","n/e","28","n/e","n/e","n/e","n/e","1958","n/e","n/e","933"
"BZN|GR","24.04.2020 14:00 - 24.04.2020 15:00 (CET)","n/e","573","n/e","1171","n/e","0","n/e","n/e","n/e","0","","n/e","52","n/e","n/e","n/e","n/e","1775","n/e","n/e","919"
"BZN|GR","24.04.2020 15:00 - 24.04.2020 16:00 (CET)","n/e","553","n/e","1083","n/e","0","n/e","n/e","n/e","0","","n/e","52","n/e","n/e","n/e","n/e","1455","n/e","n/e","845"
"BZN|GR","24.04.2020 16:00 - 24.04.2020 17:00 (CET)","n/e","460","n/e","1332","n/e","0","n/e","n/e","n/e","0","","n/e","52","n/e","n/e","n/e","n/e","1016","n/e","n/e","779"
"BZN|GR","24.04.2020 17:00 - 24.04.2020 18:00 (CET)","n/e","453","n/e","1392","n/e","0","n/e","n/e","n/e","64","","n/e","156","n/e","n/e","n/e","n/e","488","n/e","n/e","720"
"BZN|GR","24.04.2020 18:00 - 24.04.2020 19:00 (CET)","n/e","451","n/e","1787","n/e","0","n/e","n/e","n/e","188","","n/e","318","n/e","n/e","n/e","n/e","99","n/e","n/e","539"
"BZN|GR","24.04.2020 19:00 - 24.04.2020 20:00 (CET)","n/e","453","n/e","2193","n/e","0","n/e","n/e","n/e","N/A","N/A","n/e","904","n/e","n/e","n/e","n/e","1","n/e","n/e","347"
"BZN|GR","24.04.2020 20:00 - 24.04.2020 21:00 (CET)","n/e","557","n/e","2257","n/e","0","n/e","n/e","n/e","N/A","N/A","n/e","958","n/e","n/e","n/e","n/e","0","n/e","n/e","270"
"BZN|GR","24.04.2020 21:00 - 24.04.2020 22:00 (CET)","n/e","581","n/e","2112","n/e","0","n/e","n/e","n/e","N/A","N/A","n/e","606","n/e","n/e","n/e","n/e","0","n/e","n/e","188"
"BZN|GR","24.04.2020 22:00 - 24.04.2020 23:00 (CET)","n/e","492","n/e","2064","n/e","0","n/e","n/e","n/e","N/A","N/A","n/e","212","n/e","n/e","n/e","n/e","0","n/e","n/e","173"
"BZN|GR","24.04.2020 23:00 - 25.04.2020 00:00 (CET)","n/e","477","n/e","2115","n/e","0","n/e","n/e","n/e","191","","n/e","151","n/e","n/e","n/e","n/e","0","n/e","n/e","192"
"BZN|GR","25.04.2020 00:00 - 25.04.2020 01:00 (CET)","n/e","501","n/e","1965","n/e","0","n/e","n/e","n/e","50","","n/e","182","n/e","n/e","n/e","n/e","0","n/e","n/e","208"
"BZN|GR","25.04.2020 01:00 - 25.04.2020 02:00 (CET)","n/e","479","n/e","1701","n/e","0","n/e","n/e","n/e","0","","n/e","56","n/e","n/e","n/e","n/e","0","n/e","n/e","219"
"BZN|GR","25.04.2020 02:00 - 25.04.2020 03:00 (CET)","n/e","464","n/e","1484","n/e","0","n/e","n/e","n/e","0","","n/e","55","n/e","n/e","n/e","n/e","0","n/e","n/e","218"
"BZN|GR","25.04.2020 03:00 - 25.04.2020 04:00 (CET)","n/e","463","n/e","1517","n/e","0","n/e","n/e","n/e","0","","n/e","55","n/e","n/e","n/e","n/e","0","n/e","n/e","247"
"BZN|GR","25.04.2020 04:00 - 25.04.2020 05:00 (CET)","n/e","469","n/e","1485","n/e","0","n/e","n/e","n/e","0","","n/e","55","n/e","n/e","n/e","n/e","0","n/e","n/e","241"
"BZN|GR","25.04.2020 05:00 - 25.04.2020 06:00 (CET)","n/e","540","n/e","1240","n/e","0","n/e","n/e","n/e","0","","n/e","54","n/e","n/e","n/e","n/e","4","n/e","n/e","228"
"BZN|GR","25.04.2020 06:00 - 25.04.2020 07:00 (CET)","n/e","584","n/e","1129","n/e","0","n/e","n/e","n/e","0","","n/e","136","n/e","n/e","n/e","n/e","139","n/e","n/e","224"
"BZN|GR","25.04.2020 07:00 - 25.04.2020 08:00 (CET)","n/e","555","n/e","1170","n/e","0","n/e","n/e","n/e","0","","n/e","179","n/e","n/e","n/e","n/e","596","n/e","n/e","182"
"BZN|GR","25.04.2020 08:00 - 25.04.2020 09:00 (CET)","n/e","484","n/e","1127","n/e","0","n/e","n/e","n/e","0","","n/e","229","n/e","n/e","n/e","n/e","1128","n/e","n/e","149"
"BZN|GR","25.04.2020 09:00 - 25.04.2020 10:00 (CET)","n/e","475","n/e","1067","n/e","0","n/e","n/e","n/e","0","","n/e","147","n/e","n/e","n/e","n/e","1537","n/e","n/e","146"
"BZN|GR","25.04.2020 10:00 - 25.04.2020 11:00 (CET)","n/e","501","n/e","1003","n/e","0","n/e","n/e","n/e","0","","n/e","145","n/e","n/e","n/e","n/e","1838","n/e","n/e","150"
"BZN|GR","25.04.2020 11:00 - 25.04.2020 12:00 (CET)","n/e","495","n/e","1094","n/e","0","n/e","n/e","n/e","0","","n/e","142","n/e","n/e","n/e","n/e","1998","n/e","n/e","173"
"BZN|GR","25.04.2020 12:00 - 25.04.2020 13:00 (CET)","n/e","614","n/e","1098","n/e","0","n/e","n/e","n/e","0","","n/e","135","n/e","n/e","n/e","n/e","2039","n/e","n/e","192"
"BZN|GR","25.04.2020 13:00 - 25.04.2020 14:00 (CET)","n/e","638","n/e","1061","n/e","0","n/e","n/e","n/e","0","","n/e","62","n/e","n/e","n/e","n/e","1948","n/e","n/e","241"
"BZN|GR","25.04.2020 14:00 - 25.04.2020 15:00 (CET)","n/e","551","n/e","1055","n/e","0","n/e","n/e","n/e","0","","n/e","52","n/e","n/e","n/e","n/e","1769","n/e","n/e","325"
"BZN|GR","25.04.2020 15:00 - 25.04.2020 16:00 (CET)","n/e","495","n/e","1012","n/e","0","n/e","n/e","n/e","0","","n/e","54","n/e","n/e","n/e","n/e","1463","n/e","n/e","398"
"BZN|GR","25.04.2020 16:00 - 25.04.2020 17:00 (CET)","n/e","477","n/e","1020","n/e","0","n/e","n/e","n/e","0","","n/e","54","n/e","n/e","n/e","n/e","1036","n/e","n/e","531"
"BZN|GR","25.04.2020 17:00 - 25.04.2020 18:00 (CET)","n/e","471","n/e","1266","n/e","0","n/e","n/e","n/e","135","","n/e","68","n/e","n/e","n/e","n/e","503","n/e","n/e","590"
"BZN|GR","25.04.2020 18:00 - 25.04.2020 19:00 (CET)","n/e","470","n/e","1338","n/e","0","n/e","n/e","n/e","377","","n/e","377","n/e","n/e","n/e","n/e","102","n/e","n/e","671"
"BZN|GR","25.04.2020 19:00 - 25.04.2020 20:00 (CET)","n/e","472","n/e","1480","n/e","0","n/e","n/e","n/e","458","","n/e","626","n/e","n/e","n/e","n/e","1","n/e","n/e","839"
"BZN|GR","25.04.2020 20:00 - 25.04.2020 21:00 (CET)","n/e","474","n/e","1646","n/e","0","n/e","n/e","n/e","469","","n/e","839","n/e","n/e","n/e","n/e","0","n/e","n/e","834"
"BZN|GR","25.04.2020 21:00 - 25.04.2020 22:00 (CET)","n/e","466","n/e","1478","n/e","0","n/e","n/e","n/e","391","","n/e","494","n/e","n/e","n/e","n/e","0","n/e","n/e","853"
"BZN|GR","25.04.2020 22:00 - 25.04.2020 23:00 (CET)","n/e","452","n/e","1426","n/e","0","n/e","n/e","n/e","15","","n/e","369","n/e","n/e","n/e","n/e","0","n/e","n/e","889"
"BZN|GR","25.04.2020 23:00 - 26.04.2020 00:00 (CET)","n/e","448","n/e","1140","n/e","0","n/e","n/e","n/e","0","","n/e","180","n/e","n/e","n/e","n/e","0","n/e","n/e","885"
"BZN|GR","26.04.2020 00:00 - 26.04.2020 01:00 (CET)","n/e","450","n/e","745","n/e","0","n/e","n/e","n/e","0","","n/e","139","n/e","n/e","n/e","n/e","0","n/e","n/e","817"
"BZN|GR","26.04.2020 01:00 - 26.04.2020 02:00 (CET)","n/e","451","n/e","894","n/e","0","n/e","n/e","n/e","0","","n/e","60","n/e","n/e","n/e","n/e","0","n/e","n/e","780"
"BZN|GR","26.04.2020 02:00 - 26.04.2020 03:00 (CET)","n/e","451","n/e","930","n/e","0","n/e","n/e","n/e","0","","n/e","55","n/e","n/e","n/e","n/e","0","n/e","n/e","687"
"BZN|GR","26.04.2020 03:00 - 26.04.2020 04:00 (CET)","n/e","451","n/e","915","n/e","0","n/e","n/e","n/e","0","","n/e","55","n/e","n/e","n/e","n/e","0","n/e","n/e","552"
"BZN|GR","26.04.2020 04:00 - 26.04.2020 05:00 (CET)","n/e","451","n/e","861","n/e","0","n/e","n/e","n/e","0","","n/e","56","n/e","n/e","n/e","n/e","0","n/e","n/e","547"
"BZN|GR","26.04.2020 05:00 - 26.04.2020 06:00 (CET)","n/e","452","n/e","617","n/e","0","n/e","n/e","n/e","0","","n/e","97","n/e","n/e","n/e","n/e","5","n/e","n/e","510"
"BZN|GR","26.04.2020 06:00 - 26.04.2020 07:00 (CET)","n/e","449","n/e","677","n/e","0","n/e","n/e","n/e","0","","n/e","112","n/e","n/e","n/e","n/e","150","n/e","n/e","328"
"BZN|GR","26.04.2020 07:00 - 26.04.2020 08:00 (CET)","n/e","493","n/e","640","n/e","0","n/e","n/e","n/e","29","","n/e","116","n/e","n/e","n/e","n/e","522","n/e","n/e","179"
"BZN|GR","26.04.2020 08:00 - 26.04.2020 09:00 (CET)","n/e","478","n/e","676","n/e","0","n/e","n/e","n/e","92","","n/e","87","n/e","n/e","n/e","n/e","1016","n/e","n/e","130"
"BZN|GR","26.04.2020 09:00 - 26.04.2020 10:00 (CET)","n/e","483","n/e","648","n/e","0","n/e","n/e","n/e","216","","n/e","138","n/e","n/e","n/e","n/e","1430","n/e","n/e","92"
"BZN|GR","26.04.2020 10:00 - 26.04.2020 11:00 (CET)","n/e","499","n/e","767","n/e","0","n/e","n/e","n/e","254","","n/e","122","n/e","n/e","n/e","n/e","1706","n/e","n/e","118"
"BZN|GR","26.04.2020 11:00 - 26.04.2020 12:00 (CET)","n/e","575","n/e","665","n/e","0","n/e","n/e","n/e","306","","n/e","150","n/e","n/e","n/e","n/e","1841","n/e","n/e","200"
"BZN|GR","26.04.2020 12:00 - 26.04.2020 13:00 (CET)","n/e","633","n/e","799","n/e","0","n/e","n/e","n/e","213","","n/e","172","n/e","n/e","n/e","n/e","1861","n/e","n/e","233"
"BZN|GR","26.04.2020 13:00 - 26.04.2020 14:00 (CET)","n/e","565","n/e","842","n/e","0","n/e","n/e","n/e","1","","n/e","146","n/e","n/e","n/e","n/e","1822","n/e","n/e","302"
"BZN|GR","26.04.2020 14:00 - 26.04.2020 15:00 (CET)","n/e","520","n/e","890","n/e","0","n/e","n/e","n/e","0","","n/e","108","n/e","n/e","n/e","n/e","1666","n/e","n/e","392"
"BZN|GR","26.04.2020 15:00 - 26.04.2020 16:00 (CET)","n/e","503","n/e","810","n/e","0","n/e","n/e","n/e","0","","n/e","97","n/e","n/e","n/e","n/e","1384","n/e","n/e","449"
"BZN|GR","26.04.2020 16:00 - 26.04.2020 17:00 (CET)","n/e","452","n/e","813","n/e","0","n/e","n/e","n/e","0","","n/e","99","n/e","n/e","n/e","n/e","979","n/e","n/e","478"
"BZN|GR","26.04.2020 17:00 - 26.04.2020 18:00 (CET)","n/e","459","n/e","911","n/e","0","n/e","n/e","n/e","0","","n/e","186","n/e","n/e","n/e","n/e","479","n/e","n/e","467"
"BZN|GR","26.04.2020 18:00 - 26.04.2020 19:00 (CET)","n/e","453","n/e","1283","n/e","0","n/e","n/e","n/e","191","","n/e","379","n/e","n/e","n/e","n/e","110","n/e","n/e","509"
"BZN|GR","26.04.2020 19:00 - 26.04.2020 20:00 (CET)","n/e","454","n/e","1752","n/e","0","n/e","n/e","n/e","458","","n/e","776","n/e","n/e","n/e","n/e","2","n/e","n/e","455"
"BZN|GR","26.04.2020 20:00 - 26.04.2020 21:00 (CET)","n/e","533","n/e","1958","n/e","0","n/e","n/e","n/e","460","","n/e","767","n/e","n/e","n/e","n/e","0","n/e","n/e","417"
"BZN|GR","26.04.2020 21:00 - 26.04.2020 22:00 (CET)","n/e","492","n/e","1742","n/e","0","n/e","n/e","n/e","370","","n/e","437","n/e","n/e","n/e","n/e","0","n/e","n/e","405"
"BZN|GR","26.04.2020 22:00 - 26.04.2020 23:00 (CET)","n/e","450","n/e","1717","n/e","0","n/e","n/e","n/e","132","","n/e","322","n/e","n/e","n/e","n/e","0","n/e","n/e","360"
"BZN|GR","26.04.2020 23:00 - 27.04.2020 00:00 (CET)","n/e","447","n/e","1612","n/e","0","n/e","n/e","n/e","32","","n/e","260","n/e","n/e","n/e","n/e","0","n/e","n/e","335"
"BZN|GR","27.04.2020 00:00 - 27.04.2020 01:00 (CET)","n/e","447","n/e","1466","n/e","0","n/e","n/e","n/e","0","","n/e","100","n/e","n/e","n/e","n/e","0","n/e","n/e","224"
"BZN|GR","27.04.2020 01:00 - 27.04.2020 02:00 (CET)","n/e","445","n/e","1253","n/e","0","n/e","n/e","n/e","0","","n/e","78","n/e","n/e","n/e","n/e","0","n/e","n/e","178"
"BZN|GR","27.04.2020 02:00 - 27.04.2020 03:00 (CET)","n/e","444","n/e","1181","n/e","0","n/e","n/e","n/e","0","","n/e","78","n/e","n/e","n/e","n/e","0","n/e","n/e","190"
"BZN|GR","27.04.2020 03:00 - 27.04.2020 04:00 (CET)","n/e","442","n/e","1205","n/e","0","n/e","n/e","n/e","0","","n/e","80","n/e","n/e","n/e","n/e","0","n/e","n/e","175"
"BZN|GR","27.04.2020 04:00 - 27.04.2020 05:00 (CET)","n/e","443","n/e","1158","n/e","0","n/e","n/e","n/e","0","","n/e","77","n/e","n/e","n/e","n/e","0","n/e","n/e","146"
"BZN|GR","27.04.2020 05:00 - 27.04.2020 06:00 (CET)","n/e","491","n/e","1285","n/e","0","n/e","n/e","n/e","16","","n/e","112","n/e","n/e","n/e","n/e","4","n/e","n/e","175"
"BZN|GR","27.04.2020 06:00 - 27.04.2020 07:00 (CET)","n/e","485","n/e","1698","n/e","0","n/e","n/e","n/e","169","","n/e","287","n/e","n/e","n/e","n/e","143","n/e","n/e","223"
"BZN|GR","27.04.2020 07:00 - 27.04.2020 08:00 (CET)","n/e","467","n/e","1703","n/e","0","n/e","n/e","n/e","204","","n/e","379","n/e","n/e","n/e","n/e","561","n/e","n/e","275"
"BZN|GR","27.04.2020 08:00 - 27.04.2020 09:00 (CET)","n/e","454","n/e","1699","n/e","0","n/e","n/e","n/e","247","","n/e","514","n/e","n/e","n/e","n/e","1066","n/e","n/e","233"
"BZN|GR","27.04.2020 09:00 - 27.04.2020 10:00 (CET)","n/e","444","n/e","1510","n/e","0","n/e","n/e","n/e","137","","n/e","356","n/e","n/e","n/e","n/e","1492","n/e","n/e","203"
"BZN|GR","27.04.2020 10:00 - 27.04.2020 11:00 (CET)","n/e","446","n/e","1548","n/e","0","n/e","n/e","n/e","33","","n/e","238","n/e","n/e","n/e","n/e","1784","n/e","n/e","173"
"BZN|GR","27.04.2020 11:00 - 27.04.2020 12:00 (CET)","n/e","449","n/e","1714","n/e","0","n/e","n/e","n/e","31","","n/e","191","n/e","n/e","n/e","n/e","1951","n/e","n/e","154"
"BZN|GR","27.04.2020 12:00 - 27.04.2020 13:00 (CET)","n/e","447","n/e","1772","n/e","0","n/e","n/e","n/e","31","","n/e","165","n/e","n/e","n/e","n/e","1965","n/e","n/e","147"
"BZN|GR","27.04.2020 13:00 - 27.04.2020 14:00 (CET)","n/e","449","n/e","1559","n/e","0","n/e","n/e","n/e","2","","n/e","90","n/e","n/e","n/e","n/e","1810","n/e","n/e","142"
"BZN|GR","27.04.2020 14:00 - 27.04.2020 15:00 (CET)","n/e","449","n/e","1638","n/e","0","n/e","n/e","n/e","0","","n/e","77","n/e","n/e","n/e","n/e","1557","n/e","n/e","135"
"BZN|GR","27.04.2020 15:00 - 27.04.2020 16:00 (CET)","n/e","457","n/e","1806","n/e","0","n/e","n/e","n/e","0","","n/e","82","n/e","n/e","n/e","n/e","1217","n/e","n/e","109"
"BZN|GR","27.04.2020 16:00 - 27.04.2020 17:00 (CET)","n/e","456","n/e","2187","n/e","0","n/e","n/e","n/e","0","","n/e","89","n/e","n/e","n/e","n/e","755","n/e","n/e","91"
"BZN|GR","27.04.2020 17:00 - 27.04.2020 18:00 (CET)","n/e","479","n/e","2609","n/e","0","n/e","n/e","n/e","33","","n/e","109","n/e","n/e","n/e","n/e","356","n/e","n/e","61"
"BZN|GR","27.04.2020 18:00 - 27.04.2020 19:00 (CET)","n/e","541","n/e","2555","n/e","0","n/e","n/e","n/e","320","","n/e","346","n/e","n/e","n/e","n/e","82","n/e","n/e","58"
"BZN|GR","27.04.2020 19:00 - 27.04.2020 20:00 (CET)","n/e","486","n/e","2853","n/e","0","n/e","n/e","n/e","437","","n/e","882","n/e","n/e","n/e","n/e","1","n/e","n/e","59"
"BZN|GR","27.04.2020 20:00 - 27.04.2020 21:00 (CET)","n/e","469","n/e","2990","n/e","0","n/e","n/e","n/e","423","","n/e","1010","n/e","n/e","n/e","n/e","0","n/e","n/e","63"
"BZN|GR","27.04.2020 21:00 - 27.04.2020 22:00 (CET)","n/e","384","n/e","2582","n/e","0","n/e","n/e","n/e","332","","n/e","568","n/e","n/e","n/e","n/e","0","n/e","n/e","64"
"BZN|GR","27.04.2020 22:00 - 27.04.2020 23:00 (CET)","n/e","318","n/e","2608","n/e","0","n/e","n/e","n/e","141","","n/e","363","n/e","n/e","n/e","n/e","0","n/e","n/e","50"
"BZN|GR","27.04.2020 23:00 - 28.04.2020 00:00 (CET)","n/e","295","n/e","2240","n/e","0","n/e","n/e","n/e","5","","n/e","58","n/e","n/e","n/e","n/e","0","n/e","n/e","51"
"BZN|GR","28.04.2020 00:00 - 28.04.2020 01:00 (CET)","n/e","294","n/e","2075","n/e","0","n/e","n/e","n/e","0","","n/e","54","n/e","n/e","n/e","n/e","0","n/e","n/e","52"
"BZN|GR","28.04.2020 01:00 - 28.04.2020 02:00 (CET)","n/e","289","n/e","1902","n/e","0","n/e","n/e","n/e","0","","n/e","53","n/e","n/e","n/e","n/e","0","n/e","n/e","60"
"BZN|GR","28.04.2020 02:00 - 28.04.2020 03:00 (CET)","n/e","284","n/e","1810","n/e","0","n/e","n/e","n/e","0","","n/e","53","n/e","n/e","n/e","n/e","0","n/e","n/e","54"
"BZN|GR","28.04.2020 03:00 - 28.04.2020 04:00 (CET)","n/e","289","n/e","1777","n/e","0","n/e","n/e","n/e","0","","n/e","53","n/e","n/e","n/e","n/e","0","n/e","n/e","45"
